"x1","x2"
-1.13483747031983,-1.21700002781167
-0.968180336536662,-0.988290988310785
-1.10928851379934,-0.876064199077085
-0.814671933312698,-0.938594450223892
-0.824673995738415,-0.936510769703426
-1.09337275850306,-1.06358530260091
-0.935616720161539,-0.907759858988107
-0.89187366611919,-0.887598256856119
-0.745094024274481,-1.14307137922082
-0.962981635692372,-0.936374116759394
-0.888895743468438,-1.46266081675373
-0.669889353212935,-0.63369649513596
-1.28868487459787,-0.929816802257421
-1.05594554136092,-0.765928612993347
-1.03150216526175,-0.653378230955861
-1.13798880613563,-0.80297335902688
-0.990639410159053,-1.04085604498727
-0.915979336069184,-1.07266132797957
-1.05981043543716,-0.950479498843065
-0.937123555697409,-1.03419627017006
-1.0614180031368,-0.790088411920861
-1.11729038537158,-0.806802846657017
-1.00169963911539,-0.855309808385285
-0.756815180446303,-0.981965524001549
-1.05121819437435,-0.89456575257282
-1.12933149366268,-0.983139721598798
-1.05941255514918,-1.00185838204232
-0.93336899000443,-1.03088853123772
-1.20810052846352,-1.24407710770392
-0.889586160517753,-1.31927585584052
-0.107221367920636,0.0861201525086671
0.043715051664476,0.00178396386091146
-0.0721775062688761,-0.233001138118269
-0.0655567432448154,0.0208926965812148
0.149626932695968,-0.0578400317876824
-0.377601937997159,0.0682763171381552
0.287991695581405,-0.236775718044681
-0.0453269548994293,-0.189589199655934
-0.101045249066734,0.111026270700243
0.314009953495057,0.1759878564683
0.112072366622305,-0.20671557584419
0.101946136317978,0.323185068044513
-0.201271640937897,-0.151586737302556
-0.0163031753090125,0.0881521571594526
0.22087434579799,0.171527252576
-0.0538062359887082,0.0859375810263824
0.192596380622198,-0.172926037690418
-0.319981826061445,0.224877283153269
0.0258665310476303,-0.140584180225274
-0.104583108665357,0.0222333099675669
0.113311256946729,-0.00711383694143704
-0.0296869080673021,-0.153573410223438
-0.0957841183755696,0.0835712275318198
0.0661554501642751,-0.00506120796658227
0.0922230867179725,-0.191411794702078
-0.0721794093045155,-0.0939843946642252
0.0956172360263236,0.201379009753086
-0.0750157697411615,0.100266020913314
0.0851095262883644,0.0897983215489489
-0.0958134362456883,0.288352674170949
1.04785607466116,1.20637684058557
1.09265442867635,0.951816234616541
1.3342490237408,1.02560409532622
0.912967700610737,1.07544398289982
1.02654378370443,0.887260692332986
1.34034938575794,1.0379932766946
1.20738506477478,0.852564170533415
1.0507763670377,1.07625851992012
1.01339561110561,1.20180040007372
1.00227064538714,0.823604930809509
0.933589753002148,1.127511756485
0.89398623448143,1.26080862554457
1.07573172895143,1.14998278562626
0.951668681645992,1.0129764449521
0.857112066349955,1.18847908566381
0.907892388162513,0.835113493241456
0.921483979605384,1.19138685211401
0.808201899179769,1.17237662920258
1.07925455446853,0.842620819513535
0.819253270155107,1.08274990156214
1.08150646891412,1.43015428688568
1.05025493840525,0.618297924504748
0.838212346555843,0.991058674480581
0.926351934077067,1.25549722766729
1.09495973164175,0.973953742746889
0.69145993545109,0.847324945697669
0.804088472912222,1.04515741952707
0.858058374795138,0.892560375343146
1.0083462692334,0.744680595336494
1.06188962279628,1.07909599372983
